"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","id","Day"
2008,10,18,6,1202,1207,1323,1315,"OO",6627,"N948SW",81,68,50,8,-5,"ORD","DSM",299,4,27,0,"",0,NA,NA,NA,NA,NA,123885943,"Saturday"
2008,10,18,6,1157,1204,1247,1256,"UA",227,"N930UA",110,112,92,-9,-7,"DSM","DEN",589,8,10,0,"",0,NA,NA,NA,NA,NA,123896737,"Saturday"
2008,10,18,6,810,819,856,911,"UA",237,"N337UA",106,112,89,-15,-9,"DSM","DEN",589,5,12,0,"",0,NA,NA,NA,NA,NA,123896973,"Saturday"
2008,10,18,6,946,948,1054,1114,"UA",249,"N930UA",68,86,49,-20,-2,"ORD","DSM",299,6,13,0,"",0,NA,NA,NA,NA,NA,123897321,"Saturday"
2008,10,18,6,825,827,929,943,"UA",399,"N935UA",64,76,50,-14,-2,"ORD","DSM",299,5,9,0,"",0,NA,NA,NA,NA,NA,123901882,"Saturday"
2008,10,18,6,1012,1016,1121,1130,"UA",460,"N935UA",69,74,50,-9,-4,"DSM","ORD",299,9,10,0,"",0,NA,NA,NA,NA,NA,123903834,"Saturday"
2008,10,18,6,654,653,809,807,"UA",494,"N383UA",75,74,52,2,1,"DSM","ORD",299,10,13,0,"",0,NA,NA,NA,NA,NA,123904824,"Saturday"
2008,10,18,6,705,659,751,749,"UA",809,"N576UA",106,110,84,2,6,"DSM","DEN",589,7,15,0,"",0,NA,NA,NA,NA,NA,123913527,"Saturday"
2008,10,18,6,1235,1239,1503,1515,"UA",1178,"N202UA",88,96,73,-12,-4,"DEN","DSM",589,2,13,0,"",0,NA,NA,NA,NA,NA,123918614,"Saturday"
2008,10,18,6,2011,2014,2114,2131,"UA",1243,"N375UA",63,77,49,-17,-3,"ORD","DSM",299,2,12,0,"",0,NA,NA,NA,NA,NA,123920273,"Saturday"
2008,10,18,6,1227,1155,1521,1457,"EV",5155,"N881AS",114,122,97,24,32,"DSM","ATL",743,11,6,0,"",0,0,0,0,0,24,123995534,"Saturday"
2008,10,18,6,1013,1010,1200,1128,"EV",5166,"N881AS",167,138,111,32,3,"ATL","DSM",743,2,54,0,"",0,3,0,29,0,0,123995823,"Saturday"
2008,10,18,6,853,900,1126,1144,"EV",5275,"N900EV",93,104,79,-18,-7,"DSM","CVG",505,3,11,0,"",0,NA,NA,NA,NA,NA,123999048,"Saturday"
2008,10,18,6,537,545,844,859,"EV",5406,"N829AS",127,134,108,-15,-8,"DSM","ATL",743,9,10,0,"",0,NA,NA,NA,NA,NA,124002684,"Saturday"
2008,10,18,6,1952,1943,2105,2101,"EV",5532,"N848AS",133,138,111,4,9,"ATL","DSM",743,9,13,0,"",0,NA,NA,NA,NA,NA,124006435,"Saturday"
2008,10,18,6,1654,1655,1732,1740,"EV",5018,"N875AS",98,105,76,-8,-1,"CVG","DSM",505,3,19,0,"",0,NA,NA,NA,NA,NA,124012073,"Saturday"
2008,10,18,6,1854,1855,2037,2035,"MQ",3673,"N511MQ",103,100,84,2,-1,"DFW","DSM",624,2,17,0,"",0,NA,NA,NA,NA,NA,124059365,"Saturday"
2008,10,18,6,1649,635,1833,830,"MQ",3674,"N517MQ",104,115,80,603,614,"DSM","DFW",624,14,10,0,"",0,603,0,0,0,0,124059396,"Saturday"
2008,10,18,6,1359,1345,1550,1530,"MQ",3677,"N502MQ",111,105,85,20,14,"DFW","DSM",624,10,16,0,"",0,14,0,6,0,0,124059489,"Saturday"
2008,10,18,6,1618,1600,1753,1755,"MQ",3678,"N502MQ",95,115,83,-2,18,"DSM","DFW",624,6,6,0,"",0,NA,NA,NA,NA,NA,124059520,"Saturday"
2008,10,18,6,1040,1005,1217,1200,"MQ",3706,"N519MQ",97,115,86,17,35,"DSM","DFW",624,5,6,0,"",0,0,0,0,0,17,124060209,"Saturday"
2008,10,18,6,745,750,1014,935,"MQ",3711,"N519MQ",149,105,91,39,-5,"DFW","DSM",624,4,54,0,"",0,0,0,39,0,0,124060364,"Saturday"
2008,10,18,6,1158,1155,1345,1355,"MQ",3840,"N909MQ",107,120,92,-10,3,"DSM","DFW",624,7,8,0,"",0,NA,NA,NA,NA,NA,124063314,"Saturday"
2008,10,18,6,935,940,1124,1130,"MQ",3841,"N909MQ",109,110,93,-6,-5,"DFW","DSM",624,4,12,0,"",0,NA,NA,NA,NA,NA,124063345,"Saturday"
2008,10,18,6,2137,2145,2237,2255,"MQ",4175,"N671MQ",60,70,48,-18,-8,"ORD","DSM",299,3,9,0,"",0,NA,NA,NA,NA,NA,124071136,"Saturday"
2008,10,18,6,1044,945,1151,1055,"MQ",4199,"N621MQ",67,70,51,56,59,"ORD","DSM",299,5,11,0,"",0,0,56,0,0,0,124071647,"Saturday"
2008,10,18,6,1250,1245,1356,1355,"MQ",4235,"N660MQ",66,70,47,1,5,"ORD","DSM",299,8,11,0,"",0,NA,NA,NA,NA,NA,124072603,"Saturday"
2008,10,18,6,1218,1120,1326,1235,"MQ",4243,"N621MQ",68,75,55,51,58,"DSM","ORD",299,6,7,0,"",0,0,2,0,0,49,124072820,"Saturday"
2008,10,18,6,1424,1420,1543,1535,"MQ",4244,"N660MQ",79,75,56,8,4,"DSM","ORD",299,16,7,0,"",0,NA,NA,NA,NA,NA,124072851,"Saturday"
2008,10,18,6,1605,1605,1707,1715,"MQ",4331,"N523MQ",62,70,49,-8,0,"ORD","DSM",299,2,11,0,"",0,NA,NA,NA,NA,NA,124075151,"Saturday"
2008,10,18,6,1736,1745,1851,1900,"MQ",4333,"N523MQ",75,75,50,-9,-9,"DSM","ORD",299,4,21,0,"",0,NA,NA,NA,NA,NA,124075213,"Saturday"
2008,10,18,6,657,655,816,810,"MQ",4409,"N686MQ",79,75,49,6,2,"DSM","ORD",299,11,19,0,"",0,NA,NA,NA,NA,NA,124077094,"Saturday"
2008,10,18,6,748,745,1132,1130,"MQ",4821,"N836MQ",164,165,137,2,3,"DSM","LGA",1031,9,18,0,"",0,NA,NA,NA,NA,NA,124083690,"Saturday"
2008,10,18,6,1135,1140,1336,1350,"9E",2850,"87589E",181,190,144,-14,-5,"LGA","DSM",1031,11,26,0,"",0,NA,NA,NA,NA,NA,124112980,"Saturday"
2008,10,18,6,1456,1505,1829,1855,"9E",2851,"87589E",153,170,133,-26,-9,"DSM","LGA",1031,11,9,0,"",0,NA,NA,NA,NA,NA,124113011,"Saturday"
2008,10,18,6,1600,1605,1656,1715,"9E",2892,"86119E",56,70,45,-19,-5,"DSM","MSP",232,6,5,0,"",0,NA,NA,NA,NA,NA,124113805,"Saturday"
2008,10,18,6,1220,1204,1307,1255,"9E",2966,"85159E",107,111,77,12,16,"DTW","DSM",534,2,28,0,"",0,NA,NA,NA,NA,NA,124115939,"Saturday"
2008,10,18,6,650,650,1008,1015,"9E",2998,"80059E",138,145,119,-7,0,"DSM","DCA",897,5,14,0,"",0,NA,NA,NA,NA,NA,124116771,"Saturday"
2008,10,18,6,1636,1640,1753,1825,"9E",2999,"80059E",137,165,125,-32,-4,"DCA","DSM",897,2,10,0,"",0,NA,NA,NA,NA,NA,124116802,"Saturday"
2008,10,18,6,1327,1325,1617,1617,"9E",3762,"85159E",110,112,84,0,2,"DSM","DTW",534,8,18,0,"",0,NA,NA,NA,NA,NA,124118400,"Saturday"
2008,10,18,6,1616,1515,1725,1630,"9E",4712,"85879E",69,75,36,55,61,"MSP","DSM",232,5,28,0,"",0,55,0,0,0,0,124119550,"Saturday"
2008,10,18,6,1848,1855,1943,2005,"9E",4771,"80059E",55,70,42,-22,-7,"DSM","MSP",232,8,5,0,"",0,NA,NA,NA,NA,NA,124120769,"Saturday"
2008,10,18,6,2230,2235,2326,2345,"9E",4772,"89219E",56,70,39,-19,-5,"MSP","DSM",232,6,11,0,"",0,NA,NA,NA,NA,NA,124120800,"Saturday"
2008,10,18,6,1741,1710,1904,1850,"9E",5733,"85879E",83,100,65,14,31,"DSM","MEM",490,5,13,0,"",0,NA,NA,NA,NA,NA,124124535,"Saturday"
2008,10,18,6,1057,1105,1221,1240,"9E",5737,"89729E",84,95,68,-19,-8,"DSM","MEM",490,5,11,0,"",0,NA,NA,NA,NA,NA,124124721,"Saturday"
2008,10,18,6,845,850,1032,1030,"9E",5752,"89729E",107,100,85,2,-5,"MEM","DSM",490,5,17,0,"",0,NA,NA,NA,NA,NA,124125019,"Saturday"
2008,10,18,6,1351,1355,1526,1530,"9E",5792,"86119E",95,95,77,-4,-4,"MEM","DSM",490,5,13,0,"",0,NA,NA,NA,NA,NA,124126754,"Saturday"
2008,10,19,7,1257,1300,1507,1513,"XE",2479,"N14179",130,133,106,-6,-3,"IAH","DSM",802,8,16,0,"",0,NA,NA,NA,NA,NA,123797208,"Sunday"
2008,10,19,7,1959,1915,2208,2127,"XE",2568,"N15912",129,132,113,41,44,"IAH","DSM",802,3,13,0,"",0,41,0,0,0,0,123797267,"Sunday"
2008,10,19,7,648,650,904,905,"XE",2584,"N11193",136,135,114,-1,-2,"DSM","IAH",802,12,10,0,"",0,NA,NA,NA,NA,NA,123797279,"Sunday"
2008,10,19,7,1555,1600,1816,1820,"XE",2671,"N14179",141,140,123,-4,-5,"DSM","IAH",802,10,8,0,"",0,NA,NA,NA,NA,NA,123797339,"Sunday"
2008,10,19,7,800,812,920,921,"YV",2748,"N7291Z",200,189,174,-1,-12,"DSM","PHX",1149,17,9,0,"",0,NA,NA,NA,NA,NA,123823506,"Sunday"
2008,10,19,7,1450,1450,1545,1550,"YV",2990,"N919FJ",175,180,165,-5,0,"DSM","PHX",1149,5,5,0,"",0,NA,NA,NA,NA,NA,123823507,"Sunday"
2008,10,19,7,904,904,1345,1356,"YV",2816,"N919FJ",161,172,128,-11,0,"PHX","DSM",1149,13,20,0,"",0,NA,NA,NA,NA,NA,123823843,"Sunday"
2008,10,19,7,1835,1845,2320,2336,"YV",2818,"N7305V",165,171,134,-16,-10,"PHX","DSM",1149,7,24,0,"",0,NA,NA,NA,NA,NA,123823844,"Sunday"
2008,10,19,7,912,915,951,1003,"OH",6583,"N963CA",99,108,80,-12,-3,"CVG","DSM",505,6,13,0,"",0,NA,NA,NA,NA,NA,123840738,"Sunday"
2008,10,19,7,1130,1135,1353,1413,"OH",6610,"N963CA",83,98,74,-20,-5,"DSM","CVG",505,2,7,0,"",0,NA,NA,NA,NA,NA,123840759,"Sunday"
2008,10,19,7,1059,1100,1205,1205,"OO",2752,"N468CA",66,65,48,0,-1,"DSM","MKE",311,7,11,0,"",0,NA,NA,NA,NA,NA,123847583,"Sunday"
2008,10,19,7,1415,1420,1533,1530,"OO",2753,"N496CA",78,70,54,3,-5,"MKE","DSM",311,16,8,0,"",0,NA,NA,NA,NA,NA,123847657,"Sunday"
2008,10,19,7,1614,1620,1716,1725,"OO",2814,"N496CA",62,65,51,-9,-6,"DSM","MKE",311,4,7,0,"",0,NA,NA,NA,NA,NA,123848065,"Sunday"
2008,10,19,7,2229,2200,2333,2310,"OO",2815,"N495CA",64,70,52,23,29,"MKE","DSM",311,3,9,0,"",0,0,0,0,0,23,123848144,"Sunday"
2008,10,19,7,1116,1107,1351,1339,"OO",5905,"N768SK",95,92,74,12,9,"DEN","DSM",589,7,14,0,"",0,NA,NA,NA,NA,NA,123872021,"Sunday"
2008,10,19,7,1421,1411,1513,1500,"OO",5905,"N768SK",112,109,97,13,10,"DSM","DEN",589,8,7,0,"",0,NA,NA,NA,NA,NA,123872072,"Sunday"
2008,10,19,7,955,1007,1100,1119,"OO",5925,"N963SW",65,72,47,-19,-12,"DSM","ORD",299,6,12,0,"",0,NA,NA,NA,NA,NA,123872637,"Sunday"
2008,10,19,7,818,829,934,941,"OO",5925,"N963SW",76,72,53,-7,-11,"ORD","DSM",299,5,18,0,"",0,NA,NA,NA,NA,NA,123872638,"Sunday"
2008,10,19,7,553,600,657,712,"OO",6533,"N986SW",64,72,46,-15,-7,"DSM","ORD",299,5,13,0,"",0,NA,NA,NA,NA,NA,123883599,"Sunday"
2008,10,19,7,745,749,849,901,"OO",6577,"N726SK",64,72,47,-12,-4,"DSM","ORD",299,7,10,0,"",0,NA,NA,NA,NA,NA,123884696,"Sunday"
2008,10,19,7,2008,2010,2237,2246,"UA",230,"N338UA",89,96,73,-9,-2,"DEN","DSM",589,3,13,0,"",0,NA,NA,NA,NA,NA,123896799,"Sunday"
2008,10,19,7,818,823,905,915,"UA",237,"N375UA",107,112,95,-10,-5,"DSM","DEN",589,4,8,0,"",0,NA,NA,NA,NA,NA,123896974,"Sunday"
2008,10,19,7,1152,1159,1258,1311,"UA",439,"N929UA",66,72,49,-13,-7,"ORD","DSM",299,5,12,0,"",0,NA,NA,NA,NA,NA,123903185,"Sunday"
2008,10,19,7,1534,1545,1642,1659,"UA",514,"N913UA",68,74,53,-17,-11,"DSM","ORD",299,3,12,0,"",0,NA,NA,NA,NA,NA,123905384,"Sunday"
2008,10,19,7,1859,1900,2010,2017,"UA",519,"N537UA",71,77,52,-7,-1,"ORD","DSM",299,2,17,0,"",0,NA,NA,NA,NA,NA,123905475,"Sunday"
2008,10,19,7,1348,1350,1449,1504,"UA",662,"N929UA",61,74,45,-15,-2,"DSM","ORD",299,5,11,0,"",0,NA,NA,NA,NA,NA,123909926,"Sunday"
2008,10,19,7,632,637,721,729,"UA",809,"N202UA",109,112,93,-8,-5,"DSM","DEN",589,8,8,0,"",0,NA,NA,NA,NA,NA,123913528,"Sunday"
2008,10,19,7,1741,1536,2006,1812,"UA",814,"N933UA",85,96,71,114,125,"DEN","DSM",589,3,11,0,"",0,0,0,0,0,114,123913586,"Sunday"
2008,10,19,7,2039,1848,2129,1940,"UA",815,"N933UA",110,112,96,109,111,"DSM","DEN",589,6,8,0,"",0,0,0,1,0,108,123913669,"Sunday"
2008,10,19,7,1223,1228,1452,1504,"UA",1178,"N913UA",89,96,74,-12,-5,"DEN","DSM",589,5,10,0,"",0,NA,NA,NA,NA,NA,123918615,"Sunday"
2008,10,19,7,2005,2012,2113,2129,"UA",1243,"N938UA",68,77,52,-16,-7,"ORD","DSM",299,3,13,0,"",0,NA,NA,NA,NA,NA,123920274,"Sunday"
2008,10,19,7,1305,1310,1343,1357,"EV",5140,"N900EV",98,107,77,-14,-5,"CVG","DSM",505,9,12,0,"",0,NA,NA,NA,NA,NA,123995062,"Sunday"
2008,10,19,7,1149,1155,1456,1457,"EV",5155,"N904EV",127,122,96,-1,-6,"DSM","ATL",743,24,7,0,"",0,NA,NA,NA,NA,NA,123995560,"Sunday"
2008,10,19,7,1000,1010,1121,1128,"EV",5166,"N904EV",141,138,110,-7,-10,"ATL","DSM",743,3,28,0,"",0,NA,NA,NA,NA,NA,123995807,"Sunday"
2008,10,19,7,1551,1605,1815,1843,"EV",5231,"N825AS",84,98,73,-28,-14,"DSM","CVG",505,6,5,0,"",0,NA,NA,NA,NA,NA,123997888,"Sunday"
2008,10,19,7,702,705,922,944,"EV",5275,"N875AS",80,99,66,-22,-3,"DSM","CVG",505,6,8,0,"",0,NA,NA,NA,NA,NA,123999036,"Sunday"
2008,10,19,7,538,545,851,859,"EV",5406,"N848AS",133,134,100,-8,-7,"DSM","ATL",743,23,10,0,"",0,NA,NA,NA,NA,NA,124002701,"Sunday"
2008,10,19,7,1423,1430,1729,1741,"EV",5416,"N900EV",126,131,96,-12,-7,"DSM","ATL",743,19,11,0,"",0,NA,NA,NA,NA,NA,124002912,"Sunday"
2008,10,19,7,1933,1943,2036,2101,"EV",5532,"N841AS",123,138,105,-25,-10,"ATL","DSM",743,3,15,0,"",0,NA,NA,NA,NA,NA,124006451,"Sunday"
2008,10,19,7,2046,2050,2115,2134,"EV",5018,"N848AS",89,104,78,-19,-4,"CVG","DSM",505,2,9,0,"",0,NA,NA,NA,NA,NA,124012058,"Sunday"
2008,10,19,7,1404,1410,1506,1524,"EV",5058,"N825AS",122,134,106,-18,-6,"ATL","DSM",743,4,12,0,"",0,NA,NA,NA,NA,NA,124013481,"Sunday"
2008,10,19,7,1102,1105,1239,1250,"MQ",3611,"N515MQ",97,105,81,-11,-3,"DFW","DSM",624,7,9,0,"",0,NA,NA,NA,NA,NA,124057905,"Sunday"
2008,10,19,7,1314,1320,1452,1515,"MQ",3612,"N515MQ",98,115,88,-23,-6,"DSM","DFW",624,4,6,0,"",0,NA,NA,NA,NA,NA,124057932,"Sunday"
2008,10,19,7,1938,1905,2118,2045,"MQ",3673,"N517MQ",100,100,86,33,33,"DFW","DSM",624,2,12,0,"",0,0,0,0,0,33,124059366,"Sunday"
2008,10,19,7,627,635,816,830,"MQ",3674,"N511MQ",109,115,82,-14,-8,"DSM","DFW",624,16,11,0,"",0,NA,NA,NA,NA,NA,124059397,"Sunday"
2008,10,19,7,1346,1345,1532,1530,"MQ",3677,"N510MQ",106,105,82,2,1,"DFW","DSM",624,10,14,0,"",0,NA,NA,NA,NA,NA,124059490,"Sunday"
2008,10,19,7,1600,1600,1748,1755,"MQ",3678,"N510MQ",108,115,89,-7,0,"DSM","DFW",624,5,14,0,"",0,NA,NA,NA,NA,NA,124059521,"Sunday"
2008,10,19,7,1006,1005,1151,1200,"MQ",3706,"N513MQ",105,115,87,-9,1,"DSM","DFW",624,9,9,0,"",0,NA,NA,NA,NA,NA,124060210,"Sunday"
2008,10,19,7,742,750,919,935,"MQ",3711,"N513MQ",97,105,82,-16,-8,"DFW","DSM",624,3,12,0,"",0,NA,NA,NA,NA,NA,124060365,"Sunday"
2008,10,19,7,1806,1815,1957,2010,"MQ",3722,"N831MQ",111,115,97,-13,-9,"DSM","DFW",624,6,8,0,"",0,NA,NA,NA,NA,NA,124060703,"Sunday"
2008,10,19,7,1551,1555,1741,1745,"MQ",3723,"N831MQ",110,110,90,-4,-4,"DFW","DSM",624,5,15,0,"",0,NA,NA,NA,NA,NA,124060730,"Sunday"
2008,10,19,7,1144,1155,1340,1355,"MQ",3840,"N931MQ",116,120,98,-15,-11,"DSM","DFW",624,9,9,0,"",0,NA,NA,NA,NA,NA,124063315,"Sunday"
2008,10,19,7,934,940,1123,1130,"MQ",3841,"N931MQ",109,110,93,-7,-6,"DFW","DSM",624,3,13,0,"",0,NA,NA,NA,NA,NA,124063346,"Sunday"
2008,10,19,7,2143,2145,2250,2255,"MQ",4175,"N634MQ",67,70,50,-5,-2,"ORD","DSM",299,3,14,0,"",0,NA,NA,NA,NA,NA,124071137,"Sunday"
2008,10,19,7,941,945,1043,1055,"MQ",4199,"N906MQ",62,70,48,-12,-4,"ORD","DSM",299,3,11,0,"",0,NA,NA,NA,NA,NA,124071648,"Sunday"
2008,10,19,7,914,925,1013,1035,"MQ",4227,"N643MQ",59,70,46,-22,-11,"DSM","ORD",299,9,4,0,"",0,NA,NA,NA,NA,NA,124072365,"Sunday"
2008,10,19,7,1237,1245,1348,1355,"MQ",4235,"N671MQ",71,70,49,-7,-8,"ORD","DSM",299,7,15,0,"",0,NA,NA,NA,NA,NA,124072604,"Sunday"
2008,10,19,7,1113,1120,1215,1235,"MQ",4243,"N906MQ",62,75,49,-20,-7,"DSM","ORD",299,5,8,0,"",0,NA,NA,NA,NA,NA,124072821,"Sunday"
2008,10,19,7,1420,1420,1525,1535,"MQ",4244,"N671MQ",65,75,49,-10,0,"DSM","ORD",299,4,12,0,"",0,NA,NA,NA,NA,NA,124072852,"Sunday"
2008,10,19,7,1612,1605,1717,1715,"MQ",4331,"N520MQ",65,70,52,2,7,"ORD","DSM",299,2,11,0,"",0,NA,NA,NA,NA,NA,124075152,"Sunday"
2008,10,19,7,1744,1745,1843,1900,"MQ",4333,"N520MQ",59,75,45,-17,-1,"DSM","ORD",299,6,8,0,"",0,NA,NA,NA,NA,NA,124075214,"Sunday"
2008,10,19,7,650,655,751,810,"MQ",4409,"N671MQ",61,75,47,-19,-5,"DSM","ORD",299,5,9,0,"",0,NA,NA,NA,NA,NA,124077095,"Sunday"
2008,10,19,7,747,750,852,900,"MQ",4489,"N643MQ",65,70,47,-8,-3,"ORD","DSM",299,4,14,0,"",0,NA,NA,NA,NA,NA,124078512,"Sunday"
2008,10,19,7,1730,1730,1845,1845,"MQ",4501,"N837MQ",75,75,47,0,0,"ORD","DSM",299,2,26,0,"",0,NA,NA,NA,NA,NA,124078788,"Sunday"
2008,10,19,7,1901,1910,2015,2030,"MQ",4514,"N837MQ",74,80,48,-15,-9,"DSM","ORD",299,15,11,0,"",0,NA,NA,NA,NA,NA,124078993,"Sunday"
2008,10,19,7,1757,1805,2017,2020,"MQ",4822,"N705MQ",200,195,160,-3,-8,"LGA","DSM",1031,3,37,0,"",0,NA,NA,NA,NA,NA,124083717,"Sunday"
2008,10,19,7,1136,1140,1333,1350,"9E",2850,"87589E",177,190,146,-17,-4,"LGA","DSM",1031,12,19,0,"",0,NA,NA,NA,NA,NA,124112981,"Sunday"
2008,10,19,7,1500,1505,1836,1855,"9E",2851,"80249E",156,170,132,-19,-5,"DSM","LGA",1031,11,13,0,"",0,NA,NA,NA,NA,NA,124113012,"Sunday"
2008,10,19,7,1440,1445,1549,1558,"9E",2862,"87589E",69,73,38,-9,-5,"DSM","MSP",232,22,9,0,"",0,NA,NA,NA,NA,NA,124113132,"Sunday"
2008,10,19,7,1257,1305,1410,1420,"9E",2864,"80249E",73,75,39,-10,-8,"MSP","DSM",232,6,28,0,"",0,NA,NA,NA,NA,NA,124113217,"Sunday"
2008,10,19,7,1620,1605,1724,1715,"9E",2892,"86989E",64,70,40,9,15,"DSM","MSP",232,15,9,0,"",0,NA,NA,NA,NA,NA,124113806,"Sunday"
2008,10,19,7,1214,1204,1305,1255,"9E",2966,"86949E",111,111,85,10,10,"DTW","DSM",534,5,21,0,"",0,NA,NA,NA,NA,NA,124115940,"Sunday"
2008,10,19,7,645,650,954,1015,"9E",2998,"89219E",129,145,113,-21,-5,"DSM","DCA",897,5,11,0,"",0,NA,NA,NA,NA,NA,124116772,"Sunday"
2008,10,19,7,1635,1640,1805,1825,"9E",2999,"89219E",150,165,133,-20,-5,"DCA","DSM",897,3,14,0,"",0,NA,NA,NA,NA,NA,124116803,"Sunday"
2008,10,19,7,1325,1325,1606,1617,"9E",3762,"86949E",101,112,76,-11,0,"DSM","DTW",534,11,14,0,"",0,NA,NA,NA,NA,NA,124118401,"Sunday"
2008,10,19,7,1001,1005,1239,1255,"9E",3764,"84329E",98,110,75,-16,-4,"DSM","DTW",534,9,14,0,"",0,NA,NA,NA,NA,NA,124118429,"Sunday"
2008,10,19,7,840,845,915,935,"9E",3765,"84329E",95,110,80,-20,-5,"DTW","DSM",534,3,12,0,"",0,NA,NA,NA,NA,NA,124118487,"Sunday"
2008,10,19,7,1511,1515,1629,1630,"9E",4712,"85059E",78,75,44,-1,-4,"MSP","DSM",232,13,21,0,"",0,NA,NA,NA,NA,NA,124119551,"Sunday"
2008,10,19,7,1850,1855,2002,2005,"9E",4771,"89219E",72,70,41,-3,-5,"DSM","MSP",232,20,11,0,"",0,NA,NA,NA,NA,NA,124120770,"Sunday"
2008,10,19,7,2229,2235,2324,2345,"9E",4772,"88949E",55,70,37,-21,-6,"MSP","DSM",232,3,15,0,"",0,NA,NA,NA,NA,NA,124120801,"Sunday"
2008,10,19,7,1705,1710,1847,1850,"9E",5733,"85059E",102,100,82,-3,-5,"DSM","MEM",490,8,12,0,"",0,NA,NA,NA,NA,NA,124124536,"Sunday"
2008,10,19,7,1101,1105,1229,1240,"9E",5737,"87839E",88,95,72,-11,-4,"DSM","MEM",490,4,12,0,"",0,NA,NA,NA,NA,NA,124124722,"Sunday"
2008,10,19,7,847,850,1014,1030,"9E",5752,"87839E",87,100,70,-16,-3,"MEM","DSM",490,2,15,0,"",0,NA,NA,NA,NA,NA,124125020,"Sunday"
2008,10,19,7,1414,1355,1554,1530,"9E",5792,"86989E",100,95,74,24,19,"MEM","DSM",490,10,16,0,"",0,19,0,5,0,0,124126755,"Sunday"
2008,10,20,1,1257,1300,1504,1513,"XE",2479,"N17138",127,133,109,-9,-3,"IAH","DSM",802,3,15,0,"",0,NA,NA,NA,NA,NA,123796379,"Monday"
2008,10,20,1,1913,1915,2136,2127,"XE",2568,"N26549",143,132,112,9,-2,"IAH","DSM",802,4,27,0,"",0,NA,NA,NA,NA,NA,123796448,"Monday"
2008,10,20,1,643,650,907,907,"XE",2584,"N15912",144,137,117,0,-7,"DSM","IAH",802,15,12,0,"",0,NA,NA,NA,NA,NA,123796461,"Monday"
2008,10,20,1,1557,1600,1825,1820,"XE",2671,"N17138",148,140,126,5,-3,"DSM","IAH",802,12,10,0,"",0,NA,NA,NA,NA,NA,123796537,"Monday"
2008,10,20,1,825,820,934,932,"YV",7210,"N715SF",69,72,50,2,5,"DSM","ORD",299,7,12,0,"",0,NA,NA,NA,NA,NA,123824185,"Monday"
2008,10,20,1,800,812,924,921,"YV",2748,"N7305V",204,189,182,3,-12,"DSM","PHX",1149,5,17,0,"",0,NA,NA,NA,NA,NA,123824186,"Monday"
2008,10,20,1,1445,1450,1550,1550,"YV",2990,"N905FJ",185,180,166,0,-5,"DSM","PHX",1149,4,15,0,"",0,NA,NA,NA,NA,NA,123824187,"Monday"
2008,10,20,1,640,642,804,752,"YV",7210,"N715SF",84,70,48,12,-2,"ORD","DSM",299,3,33,0,"",0,NA,NA,NA,NA,NA,123824469,"Monday"
2008,10,20,1,904,904,1350,1356,"YV",2816,"N905FJ",166,172,124,-6,0,"PHX","DSM",1149,8,34,0,"",0,NA,NA,NA,NA,NA,123824541,"Monday"
2008,10,20,1,1842,1845,2320,2336,"YV",2818,"N17337",158,171,135,-16,-3,"PHX","DSM",1149,6,17,0,"",0,NA,NA,NA,NA,NA,123824542,"Monday"
2008,10,20,1,915,915,1005,1003,"OH",6583,"N442CA",110,108,85,2,0,"CVG","DSM",505,7,18,0,"",0,NA,NA,NA,NA,NA,123841198,"Monday"
2008,10,20,1,1125,1135,1408,1413,"OH",6610,"N442CA",103,98,87,-5,-10,"DSM","CVG",505,3,13,0,"",0,NA,NA,NA,NA,NA,123841222,"Monday"
2008,10,20,1,905,915,1018,1025,"OO",2559,"N986CA",73,70,55,-7,-10,"MKE","DSM",311,5,13,0,"",0,NA,NA,NA,NA,NA,123846442,"Monday"
2008,10,20,1,1053,1100,1156,1205,"OO",2752,"N986CA",63,65,46,-9,-7,"DSM","MKE",311,9,8,0,"",0,NA,NA,NA,NA,NA,123847602,"Monday"
2008,10,20,1,1517,1420,1628,1530,"OO",2753,"N494CA",71,70,56,58,57,"MKE","DSM",311,4,11,0,"",0,0,0,1,0,57,123847641,"Monday"
2008,10,20,1,1653,1620,1755,1725,"OO",2814,"N494CA",62,65,50,30,33,"DSM","MKE",311,3,9,0,"",0,0,0,0,0,30,123848044,"Monday"
2008,10,20,1,2206,2200,2320,2310,"OO",2815,"N479CA",74,70,58,10,6,"MKE","DSM",311,3,13,0,"",0,NA,NA,NA,NA,NA,123848137,"Monday"
2008,10,20,1,550,555,653,700,"OO",2878,"N495CA",63,65,48,-7,-5,"DSM","MKE",311,5,10,0,"",0,NA,NA,NA,NA,NA,123848632,"Monday"
2008,10,20,1,1111,1108,1339,1340,"OO",5905,"N778SK",88,92,68,-1,3,"DEN","DSM",589,4,16,0,"",0,NA,NA,NA,NA,NA,123872023,"Monday"
2008,10,20,1,1416,1417,1501,1506,"OO",5905,"N778SK",105,109,91,-5,-1,"DSM","DEN",589,7,7,0,"",0,NA,NA,NA,NA,NA,123872048,"Monday"
