"Magnitude","Location","Latitude","Longitude","Depth..km.","EventId","Event.URL","Date","Time","Day","Country"
3.8,"13km NNW of Glennallen",62.2134,-145.6838,22.5,"ak10563763","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563763","2012-09-22","18:47","Sat","Alaska"
0.5,"11km WSW of Darrington",48.2243,-121.7482,13.9,"uw60454972","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454972","2012-09-22","18:41","Sat","Washington"
0.9,"28km N of Kernville",36.0075,-118.3955,5.3,"ci15219529","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219529","2012-09-22","18:39","Sat","California"
0.8,"12km N of Truckee",39.4438,-120.1657,8.4,"nc71846150","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846150","2012-09-22","18:31","Sat","California"
0.4,"31km NW of Searles Valley",35.9543,-117.6693,3.6,"ci15219521","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219521","2012-09-22","18:28","Sat","California"
1.7,"2km ESE of Mammoth Lakes",37.64,-118.9407,8.3,"nc71846140","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846140","2012-09-22","18:25","Sat","California"
0.6,"26km SE of Lone Pine",36.4243,-117.8757,12.5,"ci15219513","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219513","2012-09-22","18:22","Sat","California"
3,"129km W of Cantwell",63.29,-151.4398,12.8,"ak10563746","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563746","2012-09-22","18:19","Sat","Alaska"
4.5,"99km SW of Banda Aceh",5.025,94.601,61,"usc000cu4c","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu4c","2012-09-22","18:7","Sat","Indonesia"
1.8,"3km S of Big Lake",61.4859,-149.9531,42.3,"ak10563738","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563738","2012-09-22","18:3","Sat","Alaska"
2,"14km N of Dixon Lane-Meadow Creek",37.5225,-118.436,10,"nc71846135","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846135","2012-09-22","17:59","Sat","California"
1.1,"4km WNW of Cobb",38.8368,-122.7743,2.4,"nc71846130","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846130","2012-09-22","17:41","Sat","California"
3.1,"10km SSW of Clarence-Rockland",45.4742,-75.3255,10,"ld60020703","http://earthquake.usgs.gov/earthquakes/eventpage/ld60020703","2012-09-22","17:36","Sat","Canada"
2.4,"2km S of Princeton",49.4388,-120.5152,0,"uw60454957","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454957","2012-09-22","17:15","Sat","Canada"
0.4,"7km WNW of Cobb",38.8385,-122.8053,2.1,"nc71846115","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846115","2012-09-22","17:5","Sat","California"
1.4,"20km ESE of Three Rivers",43.7423,-121.2412,0.7,"uw60454947","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454947","2012-09-22","16:46","Sat","Oregon"
1.5,"13km N of Ocean Park",46.6137,-124.0758,39.8,"uw60454942","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454942","2012-09-22","16:30","Sat","Washington"
1.6,"65km W of Willow",61.8405,-151.2542,75.7,"ak10563722","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563722","2012-09-22","16:15","Sat","Alaska"
3.9,"68km N of Chapleau",48.45,-83.23,18,"usc000cu2h","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu2h","2012-09-22","16:10","Sat","Canada"
1.7,"18km N of Pahala",19.375,-155.4857,13.2,"hv60403316","http://earthquake.usgs.gov/earthquakes/eventpage/hv60403316","2012-09-22","16:6","Sat","Hawaii"
3.4,"44km N of Redoubt Volcano",60.8791,-152.636,128.7,"ak10563708","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563708","2012-09-22","15:59","Sat","Alaska"
0.5,"32km NW of Searles Valley",35.958,-117.6723,3,"ci15219497","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219497","2012-09-22","15:54","Sat","California"
0.9,"7km WSW of Cobb",38.803,-122.8035,2,"nc71846110","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846110","2012-09-22","15:39","Sat","California"
1.1,"6km W of Cobb",38.8307,-122.7963,2.2,"nc71846105","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846105","2012-09-22","15:38","Sat","California"
3.3,"101km N of Vieques",19.3304,-65.6723,97,"pr12266012","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266012","2012-09-22","15:26","Sat","Puerto Rico"
1.9,"8km E of Butte",61.5454,-148.8772,39.7,"ak10563697","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563697","2012-09-22","15:25","Sat","Alaska"
2.3,"58km SSE of Little Sitkin Island",51.4443,178.7437,49.4,"ak10563703","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563703","2012-09-22","15:23","Sat","Alaska"
2,"93km NNW of Nikiski",61.4765,-151.8742,92.7,"ak10563696","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563696","2012-09-22","15:22","Sat","Alaska"
1.3,"25km N of Alta Sierra",35.9555,-118.6,5.1,"ci15219489","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219489","2012-09-22","15:9","Sat","California"
0.5,"5km E of East Foothills",37.3732,-121.7543,8.3,"nc71846100","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846100","2012-09-22","15:0","Sat","California"
2.6,"13km SSE of Semisopochnoi Island",51.8498,179.6969,124,"ak10563694","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563694","2012-09-22","14:59","Sat","Alaska"
4.3,"54km SSW of La Libertad",13.052,-89.555,31.9,"us2012fvbs","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fvbs","2012-09-22","14:57","Sat","El Salvador"
1.4,"7km NNW of Fontana",34.1517,-117.4705,6.9,"ci15219481","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219481","2012-09-22","14:45","Sat","California"
4.9,"Southern Mid-Atlantic Ridge",-32.345,-14.239,10,"usc000cu23","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu23","2012-09-22","14:38","Sat",NA
2.6,"137km N of Road Town",19.6392,-64.3765,31,"pr12266011","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266011","2012-09-22","14:37","Sat","British Virgin Islands"
2.2,"63km W of Talkeetna",62.2906,-151.332,89.4,"ak10563687","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563687","2012-09-22","14:16","Sat","Alaska"
0.7,"3km SW of Cobb",38.7928,-122.7488,1.7,"nc71846090","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846090","2012-09-22","14:4","Sat","California"
2.5,"25km WSW of Ferndale",40.488,-124.5358,29.3,"nc71846085","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846085","2012-09-22","13:33","Sat","California"
5.1,"133km SE of Kimbe",-6.289,151.101,59,"usc000cu0x","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu0x","2012-09-22","13:31","Sat","Papua New Guinea"
2.6,"75km ENE of Old Iliamna",59.9362,-153.6207,158,"ak10565088","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565088","2012-09-22","13:12","Sat","Alaska"
1.5,"34km NNE of Talkeetna",62.5994,-149.7945,67.3,"ak10565087","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565087","2012-09-22","13:6","Sat","Alaska"
1.8,"3km WNW of Cobb",38.8288,-122.7612,1.2,"nc71846075","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846075","2012-09-22","12:57","Sat","California"
1.4,"9km ENE of Pine Mountain Club",34.8728,-119.052,16.3,"ci15219473","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219473","2012-09-22","12:47","Sat","California"
1.5,"8km SSW of Pole Ojea",17.9113,-67.2256,13,"pr12266010","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266010","2012-09-22","12:33","Sat","Puerto Rico"
1.4,"8km W of Templeton",35.5537,-120.7997,3.1,"nc71846055","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846055","2012-09-22","12:33","Sat","California"
5.4,"10km ESE of San Pedro Amuzgos",16.63,-98.001,28.8,"usc000cu06","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu06","2012-09-22","12:30","Sat","Mexico"
0.4,"3km WNW of Cobb",38.8365,-122.7617,1.4,"nc71846050","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846050","2012-09-22","12:24","Sat","California"
0.3,"3km WNW of Cobb",38.8317,-122.7627,1.5,"nc71846045","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846045","2012-09-22","12:23","Sat","California"
1.2,"3km W of Cobb",38.8277,-122.762,0.9,"nc71846040","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846040","2012-09-22","12:23","Sat","California"
2.2,"27km N of Kernville",36.0055,-118.3997,6.3,"ci15219457","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219457","2012-09-22","12:14","Sat","California"
4,"110km S of Santa Maria Huazolotitlan",15.285,-98.03,10,"usc000cu00","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cu00","2012-09-22","12:5","Sat","Mexico"
1.8,"42km SE of Little Sitkin Island",51.6745,178.9399,68.8,"ak10565086","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565086","2012-09-22","11:59","Sat","Alaska"
1.6,"3km WNW of Cobb",38.8287,-122.7598,1.1,"nc71846030","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846030","2012-09-22","11:50","Sat","California"
4.8,"102km ENE of San Isidro",10.386,126.933,28.2,"usc000ctzw","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctzw","2012-09-22","11:45","Sat","Philippines"
3.2,"7km NNE of Amatignak Island",51.3237,-179.0842,51.8,"ak10563666","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563666","2012-09-22","11:42","Sat","Alaska"
0.1,"24km SW of Coalinga",35.9672,-120.531,2.7,"nc71846025","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846025","2012-09-22","11:40","Sat","California"
0.7,"5km N of Yucca Valley",34.1633,-116.4428,4.9,"ci15219449","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219449","2012-09-22","11:35","Sat","California"
2.2,"8km W of Cobb",38.8153,-122.8192,3.1,"nc71846015","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846015","2012-09-22","11:30","Sat","California"
0.1,"24km SW of Coalinga",35.9658,-120.531,3.2,"nc71846020","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846020","2012-09-22","11:29","Sat","California"
0.7,"7km S of Cobb",38.7523,-122.7302,1.5,"nc71846010","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846010","2012-09-22","11:18","Sat","California"
0.9,"3km N of Fontana",34.1217,-117.4323,9.5,"ci15219441","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219441","2012-09-22","10:44","Sat","California"
1.9,"7km SSE of Bajandas",18.0911,-65.7591,16,"pr12266009","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266009","2012-09-22","10:41","Sat","Puerto Rico"
2.1,"8km W of Cobb",38.8178,-122.8192,2.7,"nc71846005","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846005","2012-09-22","10:37","Sat","California"
0.7,"13km WNW of Anza",33.5907,-116.816,9.3,"ci15219433","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219433","2012-09-22","10:28","Sat","California"
1.7,"21km SSE of Semisopochnoi Island",51.7687,179.6863,89.3,"ak10563655","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563655","2012-09-22","10:22","Sat","Alaska"
1,"41km E of Old Faithful Geyser",44.4167,-110.3098,6.3,"uu09221013","http://earthquake.usgs.gov/earthquakes/eventpage/uu09221013","2012-09-22","10:13","Sat","Wyoming"
0.8,"9km W of Cobb",38.811,-122.8285,2.1,"nc71846000","http://earthquake.usgs.gov/earthquakes/eventpage/nc71846000","2012-09-22","10:11","Sat","California"
4.2,"19km SSE of San Juan del Sur",11.081,-85.827,88.6,"usc000ctz1","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctz1","2012-09-22","9:57","Sat","Nicaragua"
1.6,"105km ENE of McGrath",63.3918,-153.7394,10,"ak10563647","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563647","2012-09-22","9:46","Sat","Alaska"
0.4,"5km WNW of Cobb",38.8365,-122.7848,1.2,"nc71845990","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845990","2012-09-22","9:41","Sat","California"
5.1,"38km S of Shebunino",46.085,141.911,318.5,"usc000ctyr","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctyr","2012-09-22","9:37","Sat","Russia"
2.1,"116km NNW of Talkeetna",63.2016,-151.352,8.5,"ak10563635","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563635","2012-09-22","9:33","Sat","Alaska"
2.9,"73km N of Culebra",18.9685,-65.3404,40,"pr12266008","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266008","2012-09-22","9:30","Sat","Puerto Rico"
1.6,"20km ESE of Adak",51.7822,-176.4037,66,"ak10563632","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563632","2012-09-22","9:27","Sat","Alaska"
1.2,"26km NE of Toquerville",37.4017,-113.0552,15.3,"uu09220927","http://earthquake.usgs.gov/earthquakes/eventpage/uu09220927","2012-09-22","9:27","Sat","Utah"
2.2,"8km WSW of Morton",46.5392,-122.377,20.5,"uw60454872","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454872","2012-09-22","9:26","Sat","Washington"
1.5,"64km SW of Cantwell",62.9343,-149.7426,75.2,"ak10565080","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565080","2012-09-22","9:14","Sat","Alaska"
0.5,"9km WNW of Cobb",38.8452,-122.8305,2.9,"nc71845985","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845985","2012-09-22","9:11","Sat","California"
1.6,"24km NE of Soledad",36.5565,-121.1042,8.2,"nc71845980","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845980","2012-09-22","9:7","Sat","California"
1.1,"17km S of Mammoth Lakes",37.4898,-118.9378,18.6,"nc71845975","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845975","2012-09-22","9:5","Sat","California"
0.8,"8km W of Cobb",38.8182,-122.819,2.9,"nc71845970","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845970","2012-09-22","8:59","Sat","California"
0.7,"8km W of Cobb",38.8218,-122.8248,3.6,"nc71845965","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845965","2012-09-22","8:58","Sat","California"
0.5,"10km SE of Anza",33.4965,-116.5797,9,"ci15219417","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219417","2012-09-22","8:54","Sat","California"
1.6,"10km NNW of Lone Pine",36.6945,-118.1057,9.5,"ci15219409","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219409","2012-09-22","8:47","Sat","California"
4.4,"41km ESE of Farkhar",36.462,70.303,210.1,"usc000ctyd","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctyd","2012-09-22","8:46","Sat","Afghanistan"
2.4,"4km W of La Parguera",17.9715,-67.0865,11,"pr12266007","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266007","2012-09-22","8:45","Sat","Puerto Rico"
0.9,"3km WNW of Cobb",38.8308,-122.7595,1.1,"nc71845955","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845955","2012-09-22","8:40","Sat","California"
4.2,"30km ENE of Pacocha",-17.443,-71.081,46.4,"us2012fvdl","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fvdl","2012-09-22","8:36","Sat","Peru"
1,"7km SE of Ontario",34.0267,-117.5863,8,"ci15219401","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219401","2012-09-22","8:34","Sat","California"
0.8,"3km WNW of Cobb",38.838,-122.7563,1.9,"nc71845940","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845940","2012-09-22","8:31","Sat","California"
0.5,"3km WNW of Cobb",38.8318,-122.7667,1.6,"nc71845930","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845930","2012-09-22","8:30","Sat","California"
3.3,"127km NNE of Road Town",19.5081,-64.2279,72,"pr12266006","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266006","2012-09-22","8:29","Sat","British Virgin Islands"
0.5,"3km WNW of Cobb",38.8322,-122.7645,0.9,"nc71845925","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845925","2012-09-22","8:29","Sat","California"
1.4,"3km WNW of Cobb",38.8318,-122.7595,1.2,"nc71845910","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845910","2012-09-22","8:26","Sat","California"
1,"28km N of Kernville",36.0062,-118.3987,5,"ci15219393","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219393","2012-09-22","8:25","Sat","California"
0.9,"2km WNW of Cobb",38.8317,-122.7537,0,"nc71845900","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845900","2012-09-22","8:24","Sat","California"
1.7,"3km W of Cobb",38.8215,-122.76,1.3,"nc71845895","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845895","2012-09-22","8:24","Sat","California"
3.1,"2km W of Cobb",38.8257,-122.7573,1.2,"nc71845890","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845890","2012-09-22","8:23","Sat","California"
1,"53km S of Lone Pine",36.1248,-118.0352,0.6,"ci15219385","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219385","2012-09-22","8:17","Sat","California"
0.7,"18km SSE of Mammoth Lakes",37.5038,-118.8713,6.4,"nc71845885","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845885","2012-09-22","8:5","Sat","California"
1.9,"36km NW of Valdez",61.3809,-146.7929,13.6,"ak10563609","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563609","2012-09-22","8:3","Sat","Alaska"
0.5,"10km ENE of Aguanga",33.482,-116.759,5.6,"ci15219377","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219377","2012-09-22","7:50","Sat","California"
1,"27km N of Kernville",36.006,-118.3982,5.1,"ci15219369","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219369","2012-09-22","7:37","Sat","California"
1,"27km N of Kernville",36.0055,-118.398,5.6,"ci15219361","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219361","2012-09-22","7:30","Sat","California"
0.9,"3km W of Cobb",38.8262,-122.7585,1.1,"nc71845875","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845875","2012-09-22","7:29","Sat","California"
1.8,"27km N of Kernville",36.0048,-118.3983,5.1,"ci15219353","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219353","2012-09-22","7:28","Sat","California"
1.1,"34km SSW of Three Forks",45.6193,-111.7521,4.6,"mb12209868","http://earthquake.usgs.gov/earthquakes/eventpage/mb12209868","2012-09-22","7:24","Sat","Montana"
2,"18km SSE of Mammoth Lakes",37.5088,-118.8683,7.3,"nc71845870","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845870","2012-09-22","7:22","Sat","California"
2.8,"4km S of Houston",61.5888,-149.8102,54.1,"ak10563595","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563595","2012-09-22","7:14","Sat","Alaska"
0.5,"18km SSE of Mammoth Lakes",37.5058,-118.8683,5.8,"nc71845865","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845865","2012-09-22","7:9","Sat","California"
3.3,"135km NNE of Road Town",19.6135,-64.3517,69,"pr12266005","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266005","2012-09-22","7:3","Sat","British Virgin Islands"
5.5,"92km ENE of `Ohonua",-20.896,-174.194,11,"usc000ctx8","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctx8","2012-09-22","6:58","Sat","Tonga"
0.5,"5km ESE of Granite Falls",48.0682,-121.9018,14.6,"uw60454862","http://earthquake.usgs.gov/earthquakes/eventpage/uw60454862","2012-09-22","6:57","Sat","Washington"
1.3,"5km SW of Cobb",38.7863,-122.7693,4.2,"nc71845855","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845855","2012-09-22","6:57","Sat","California"
1.1,"95km SE of King Salmon",58.1707,-155.3625,1,"ak10563589","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563589","2012-09-22","6:49","Sat","Alaska"
2.9,"57km E of Sand Point",55.4128,-159.5981,63,"ak10563588","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563588","2012-09-22","6:48","Sat","Alaska"
3.2,"140km NNE of Road Town",19.6347,-64.255,69,"pr12266003","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266003","2012-09-22","6:44","Sat","British Virgin Islands"
1.6,"51km WNW of Haines",59.3925,-136.2964,3.6,"ak10563586","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563586","2012-09-22","6:36","Sat","Alaska"
1.2,"115km W of Cantwell",63.27,-151.2384,16,"ak10563585","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563585","2012-09-22","6:35","Sat","Alaska"
4.6,"26km ESE of General Luna",9.656,126.359,77.3,"us2012fvdn","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fvdn","2012-09-22","6:28","Sat","Philippines"
1,"10km S of Idyllwild",33.6422,-116.7352,17.2,"ci15219329","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219329","2012-09-22","6:18","Sat","California"
0.9,"6km WSW of North Pole",64.7391,-147.4834,11,"ak10563579","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563579","2012-09-22","6:18","Sat","Alaska"
0.6,"6km SSE of Badger",64.7484,-147.4912,13.3,"ak10563580","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563580","2012-09-22","6:17","Sat","Alaska"
4.9,"9km NE of Exochi",40.146,20.829,0,"usc000ctwx","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctwx","2012-09-22","6:15","Sat","Greece"
3.4,"111km NNE of Road Town",19.3442,-64.211,87,"pr12266004","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266004","2012-09-22","6:9","Sat","British Virgin Islands"
1.8,"3km W of Cobb",38.8247,-122.7593,1.1,"nc71845850","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845850","2012-09-22","6:9","Sat","California"
3,"31km N of Larsen Bay",57.825,-153.9926,47.7,"ak10563570","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563570","2012-09-22","6:1","Sat","Alaska"
1.8,"39km W of Amatignak Island",51.3078,-179.6675,17.7,"ak10565070","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565070","2012-09-22","5:58","Sat","Alaska"
0.6,"7km WSW of Cobb",38.8053,-122.8123,3,"nc71845845","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845845","2012-09-22","5:55","Sat","California"
0.9,"5km WSW of Cobb",38.7977,-122.7827,3.8,"nc71845840","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845840","2012-09-22","5:52","Sat","California"
1.5,"67km SSW of Adak",51.3191,-177.0176,32.5,"ak10563566","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563566","2012-09-22","5:47","Sat","Alaska"
3.9,"126km N of Road Town",19.5533,-64.4636,5.8,"pr12266002","http://earthquake.usgs.gov/earthquakes/eventpage/pr12266002","2012-09-22","5:31","Sat","British Virgin Islands"
0.9,"2km W of Cobb",38.8242,-122.7567,0,"nc71845835","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845835","2012-09-22","5:29","Sat","California"
2.2,"20km WNW of Kenai",60.598,-151.6133,75.5,"ak10563561","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563561","2012-09-22","5:23","Sat","Alaska"
4.3,"34km WSW of Ahar",38.405,46.682,4,"us2012fvb9","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fvb9","2012-09-22","4:50","Sat","Iran"
0.4,"5km S of Francis",40.5602,-111.2717,11.4,"uu09220433","http://earthquake.usgs.gov/earthquakes/eventpage/uu09220433","2012-09-22","4:33","Sat","Utah"
1.6,"9km WSW of Progreso",32.5575,-115.6863,9.7,"ci15219321","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219321","2012-09-22","4:30","Sat","Mexico"
1.1,"49km NW of Cape Yakataga",60.4248,-142.9533,9.2,"ak10563554","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563554","2012-09-22","4:19","Sat","Alaska"
4.5,"51km NNE of Calama",-22.017,-68.822,116.8,"usc000ctvi","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctvi","2012-09-22","4:18","Sat","Chile"
4.3,"34km ENE of Nishinoomote",30.806,131.354,51.9,"us2012fvb7","http://earthquake.usgs.gov/earthquakes/eventpage/us2012fvb7","2012-09-22","4:14","Sat","Japan"
5,"9km N of Kiaton",38.1,22.77,10,"usc000ctvc","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctvc","2012-09-22","3:52","Sat","Greece"
4.3,"39km SSW of Karpathos",35.197,27.01,4.4,"usc000ctve","http://earthquake.usgs.gov/earthquakes/eventpage/usc000ctve","2012-09-22","3:51","Sat","Greece"
1.5,"31km NE of Mecca",33.7655,-115.8315,7,"ci15219313","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219313","2012-09-22","3:45","Sat","California"
1.1,"14km SSW of Weldon",35.5418,-118.3233,2.3,"ci15219305","http://earthquake.usgs.gov/earthquakes/eventpage/ci15219305","2012-09-22","3:39","Sat","California"
2.4,"29km NE of Atka",52.393,-173.9173,145.4,"ak10565066","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565066","2012-09-22","3:33","Sat","Alaska"
1.3,"6km W of Cobb",38.8252,-122.8003,3.3,"nc71845820","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845820","2012-09-22","3:24","Sat","California"
1.4,"51km WNW of Cantwell",63.4942,-149.9631,110.1,"ak10565065","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565065","2012-09-22","3:21","Sat","Alaska"
0.4,"4km SSW of Cobb",38.7912,-122.7473,0.2,"nc71845815","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845815","2012-09-22","3:18","Sat","California"
2.7,"21km SW of Ferndale",40.4647,-124.4643,26.3,"nc71845805","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845805","2012-09-22","3:13","Sat","California"
0.9,"76km ENE of Cantwell",63.533,-147.443,5.1,"ak10565064","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565064","2012-09-22","3:5","Sat","Alaska"
0.4,"7km W of Cobb",38.8218,-122.8078,3.9,"nc71845800","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845800","2012-09-22","3:3","Sat","California"
1.8,"40km SSE of Adak",51.5563,-176.3942,37.4,"ak10563534","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563534","2012-09-22","3:3","Sat","Alaska"
0.8,"8km SSE of Ridgemark",36.7357,-121.3438,7.6,"nc71845795","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845795","2012-09-22","3:0","Sat","California"
3.5,"18km SW of Ferndale",40.4568,-124.4453,26.1,"nc71845790","http://earthquake.usgs.gov/earthquakes/eventpage/nc71845790","2012-09-22","2:55","Sat","California"
2.7,"64km S of Deltana",63.2995,-145.3539,5.7,"ak10563523","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563523","2012-09-22","2:48","Sat","Alaska"
0.8,"118km W of Cantwell",63.2901,-151.3161,11.4,"ak10563524","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563524","2012-09-22","2:46","Sat","Alaska"
0.3,"4km NNE of College",64.8983,-147.7721,15.9,"ak10563521","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563521","2012-09-22","2:43","Sat","Alaska"
0,"21km ENE of North Nenana",64.636,-148.684,1,"ak10563517","http://earthquake.usgs.gov/earthquakes/eventpage/ak10563517","2012-09-22","2:32","Sat","Alaska"
